id;subject;student_id;teacher_id;att1;att2;exam;total
1607;6;180806;5;18;6;17;41
1608;6;181007;9;9;16;13;38
1609;6;180411;9;18;18;28;64
1610;6;180208;3;18;18;36;72
1611;6;180312;1;5;17;19;41
1612;6;180412;9;18;15;21;54
1613;6;180113;7;20;10;58;88
1614;6;181008;9;17;14;52;83
1615;6;180508;6;11;19;59;89
1616;6;151308;10;6;18;47;71
1617;6;151405;9;12;8;50;70
1618;6;180608;1;5;18;37;60
1619;6;151507;9;5;18;45;68
1620;6;180209;3;16;6;60;82
1621;6;180313;1;7;17;10;34
1622;6;180413;9;20;17;25;62
1623;6;180114;7;17;14;54;85
1624;6;180210;3;9;10;14;33
1625;6;180710;1;20;10;40;70
1626;6;180807;5;16;8;48;72
1627;6;180211;3;19;16;6;41
1628;6;180115;7;16;9;30;55
1629;6;180212;3;5;18;22;45
1630;6;180414;9;18;19;33;70
1631;6;180314;1;19;10;18;47
1632;6;180213;3;13;18;55;86
1633;6;181009;9;19;20;52;91
1634;6;180509;6;17;13;13;43
1635;6;180808;5;20;7;50;77
1636;6;180415;9;18;16;24;58
1637;6;180609;1;11;20;8;39
1638;6;151406;9;9;12;39;60
1639;6;151508;9;6;15;20;41
1640;6;180116;7;20;16;5;41
1641;6;180315;1;9;13;36;58
1642;6;181010;9;14;17;34;65
1643;6;180416;9;8;11;5;24
1644;6;180117;7;8;20;58;86
1645;6;170911;9;7;16;48;71
1646;6;180610;1;13;20;7;40
1647;6;170912;9;13;7;12;32
1648;6;180711;1;9;11;48;68
1649;6;170913;9;12;7;32;51
1650;6;180809;5;15;5;50;70
1651;6;181011;9;14;13;25;52
1652;6;170914;9;12;5;41;58
1653;6;180214;3;15;12;9;36
1654;6;180316;1;20;18;53;91
1655;6;170915;9;13;20;24;57
1656;6;151309;10;9;16;14;39
1657;6;151407;9;10;18;5;33
1658;6;180510;6;15;20;9;44
1659;6;151509;9;14;17;9;40
1660;6;151310;10;7;9;38;54
1661;6;180215;3;14;12;28;54
1662;6;180611;1;5;5;16;26
1663;6;180712;1;11;15;19;45
1664;6;180810;5;5;11;22;38
1665;6;181012;9;6;13;51;70
1666;6;180417;9;20;5;55;80
1667;6;151408;9;19;16;45;80
1668;6;181013;9;15;11;26;52
1669;6;151510;9;8;11;44;63
1670;6;151311;10;19;16;25;60
1671;6;180811;5;11;12;16;39
1672;6;180511;6;16;9;23;48
1673;6;151409;9;5;6;28;39
1674;6;180612;1;10;11;36;57
1675;6;170916;9;16;17;12;45
1676;6;180713;1;18;9;20;47
1677;6;180812;5;13;19;52;84
1678;6;180118;7;14;6;60;80
1679;6;181014;9;7;18;16;41
1680;6;180418;9;7;14;13;34
1681;6;181015;9;7;9;50;66
1682;6;180613;1;13;10;58;81
1683;6;151410;9;8;20;15;43
1684;6;180714;1;18;18;7;43
1685;6;180813;5;19;15;60;94
1686;6;180317;1;13;13;13;39
1687;6;170917;9;6;18;28;52
1688;6;180512;6;12;20;14;46
1689;6;151312;10;13;6;39;58
1690;6;170918;9;11;10;20;41
1691;6;180216;3;7;16;28;51
1692;6;151411;9;5;5;41;51
1693;6;151511;9;12;14;5;31
1694;6;180419;9;15;13;53;81
1695;6;151512;9;12;7;43;62
1696;6;180614;1;13;10;57;80
1697;6;180715;1;13;11;52;76
1698;6;180513;6;16;12;40;68
1699;6;151313;10;18;11;36;65
1700;6;180615;1;11;6;49;66
1701;6;180716;1;13;14;52;79
1702;6;180814;5;15;12;6;33
1703;6;180318;1;20;20;35;75
1704;6;180616;1;16;18;34;68
1705;6;181016;9;5;17;49;71
1706;6;180119;7;13;19;35;67
1707;6;151412;9;17;6;18;41
1708;6;180420;9;14;15;25;54
1709;6;180319;1;18;7;16;41
1710;6;180717;1;15;17;58;90
1711;6;151413;9;9;9;17;35
1712;6;180815;5;12;8;41;61
1713;6;151513;9;17;13;13;43
1714;6;181017;9;20;13;34;67
1715;6;181018;9;7;6;58;71
1716;6;151514;9;18;18;58;94
1717;6;180120;7;7;16;42;65
1718;6;180617;1;16;18;13;47
1719;6;180718;1;20;6;58;84
1720;6;180816;5;8;9;40;57
1721;6;180514;6;17;12;8;37
1722;6;180421;9;14;12;24;50
1723;6;180618;1;14;19;21;54
1724;6;151515;9;8;18;57;83
1725;6;151314;10;6;5;51;62
1726;6;180217;3;16;7;30;53
1727;6;180320;1;12;18;59;89
1728;6;180121;7;20;8;20;48
1729;6;181019;9;8;5;57;70
1730;6;151414;9;8;8;35;51
1731;6;180122;7;17;8;51;76
1732;6;180218;3;10;6;27;43
1733;6;180515;6;18;6;13;37
1734;6;180321;1;9;8;57;74
1735;6;180219;3;10;14;14;38
1736;6;180422;9;15;13;42;70
1737;6;180719;1;7;17;5;29
1738;6;180817;5;5;11;11;27
1739;6;181020;9;19;8;8;35
1740;6;180220;3;18;7;37;62
1741;6;181021;9;5;6;37;48
1742;6;151415;9;10;18;16;44
1743;6;180322;1;16;18;59;93
1744;6;180516;6;14;17;5;36
1745;6;180619;1;7;17;26;50
1746;6;180720;1;18;5;8;31
1747;6;180818;5;20;13;36;69
1748;6;181022;9;6;7;9;22
1749;6;180819;5;20;10;50;80
1750;6;151315;10;20;15;45;80
1751;6;180517;6;18;5;40;63
1752;6;151416;9;9;5;51;65
1753;6;180518;6;10;5;56;71
1754;6;151516;9;14;5;14;33
1755;6;180423;9;7;9;49;65
1756;6;151316;10;9;12;42;63
1757;6;151417;9;18;12;55;85
1758;6;180221;3;14;15;5;34
1759;6;151517;9;9;6;29;44
1760;6;180323;1;16;15;44;75
1761;6;180820;5;15;17;34;66
1762;6;180222;3;13;6;35;54
1763;6;181023;9;10;16;32;58
1764;6;181024;9;10;19;34;63
1765;6;180821;5;16;16;35;67
1766;6;151317;10;6;15;29;50
1767;6;180519;6;18;15;31;64
1768;6;180123;7;13;18;33;64
1769;6;180620;1;14;17;34;65
1770;6;180424;9;8;19;12;39
1771;6;180223;3;12;13;39;64
1772;6;180721;1;7;18;33;58
1773;6;180324;1;13;16;38;67
1774;6;180520;6;18;15;36;69
1775;6;180822;5;12;20;48;80
1776;6;181025;9;18;12;30;60
1777;6;151418;9;7;20;46;73
1778;6;180224;3;19;5;46;70
1779;6;180722;1;16;13;23;52
1780;6;180425;9;17;7;24;48
1781;6;180521;6;13;13;48;74
1782;6;180621;1;14;18;40;72
1783;6;180124;7;17;17;36;70
1784;6;180325;1;17;6;27;50
1785;6;151419;9;15;14;59;88
1786;6;180723;1;5;14;55;74
1787;6;180823;5;12;8;26;46
1788;6;180125;7;11;18;27;56
1789;6;151518;9;19;19;43;81
1790;6;180522;6;15;9;34;58
1791;6;180622;1;7;7;40;54
1792;6;180523;6;8;9;30;47
1793;6;180225;3;13;14;35;62
1794;6;180524;6;9;19;24;52
1795;6;180126;7;14;17;21;52
1796;6;180326;1;9;11;34;54
1797;6;180724;1;17;13;31;61
1798;6;151318;10;14;5;41;60
1799;6;180127;7;14;14;6;34
1800;6;180426;9;16;11;9;36
1801;6;180824;5;17;17;56;90
1802;6;180825;5;13;17;28;58
1803;6;180525;6;13;19;16;48
1804;6;180526;6;5;8;12;25
1805;6;180623;1;12;14;51;77
1806;6;180624;1;8;18;11;37
1807;7;151301;11;7;16;10;33
1808;7;180101;9;16;16;32;64
1809;7;180501;10;13;18;37;68
1810;7;180701;10;19;5;53;77
1811;7;180201;10;15;9;57;81
1812;7;180301;5;8;17;9;34
1813;7;151501;4;13;19;17;49
1814;7;170901;8;20;12;36;68
1815;7;151302;11;15;6;45;66
1816;7;180801;7;6;8;33;47
1817;7;181001;9;11;20;9;40
1818;7;180102;9;16;19;44;79
1819;7;180401;10;6;18;60;84
1820;7;180502;10;5;7;51;63
1821;7;180202;10;8;13;54;75
1822;7;180302;5;15;11;42;68
1823;7;180601;6;18;16;46;80
1824;7;180303;5;5;14;52;71
1825;7;180402;10;12;12;41;65
1826;7;180702;10;6;6;30;42
1827;7;180103;9;11;12;43;66
1828;7;170902;8;16;12;38;66
1829;7;180203;10;18;16;22;56
1830;7;180802;7;13;16;25;54
1831;7;180503;10;20;7;46;73
1832;7;180304;5;8;13;25;46
1833;7;180403;10;14;6;32;52
1834;7;180602;6;15;16;20;51
1835;7;180703;10;16;12;27;55
1836;7;151401;10;5;9;52;66
1837;7;180104;9;5;20;43;68
1838;7;170903;8;10;13;25;48
1839;7;180105;9;18;10;39;67
1840;7;180204;10;20;15;27;62
1841;7;180305;5;19;17;32;68
1842;7;170904;8;8;10;57;75
1843;7;180404;10;17;13;59;89
1844;7;180106;9;19;5;51;75
1845;7;151303;11;10;12;33;55
1846;7;181002;9;7;17;38;62
1847;7;180704;10;10;8;13;31
1848;7;151402;10;11;6;40;57
1849;7;180504;10;10;9;57;76
1850;7;151304;11;13;14;32;59
1851;7;151502;4;5;18;9;32
1852;7;180705;10;16;15;13;44
1853;7;180603;6;11;12;12;35
1854;7;180803;7;20;20;11;51
1855;7;180306;5;7;19;47;73
1856;7;151503;4;18;7;16;41
1857;7;180205;10;18;18;38;74
1858;7;170905;8;11;14;49;74
1859;7;181003;9;15;10;38;63
1860;7;180405;10;19;8;35;62
1861;7;151305;11;6;5;43;54
1862;7;180307;5;5;15;52;72
1863;7;181004;9;14;11;28;53
1864;7;180406;10;13;16;48;77
1865;7;180505;10;12;9;57;78
1866;7;170906;8;6;18;47;71
1867;7;180604;6;17;18;9;44
1868;7;180308;5;20;9;40;69
1869;7;151403;10;17;10;21;48
1870;7;180206;10;11;20;8;39
1871;7;180407;10;18;8;55;81
1872;7;180706;10;12;6;7;25
1873;7;180107;9;13;11;59;83
1874;7;180804;7;19;14;53;86
1875;7;180207;10;20;15;54;89
1876;7;151504;4;11;13;8;32
1877;7;180408;10;6;19;55;80
1878;7;170907;8;19;10;23;52
1879;7;180108;9;11;12;23;46
1880;7;180309;5;18;17;25;60
1881;7;181005;9;15;7;41;63
1882;7;180605;6;15;9;45;69
1883;7;180109;9;12;16;27;55
1884;7;151306;11;13;7;9;29
1885;7;180707;10;9;13;5;27
1886;7;180110;9;5;8;52;65
1887;7;180409;10;19;12;40;71
1888;7;170908;8;17;6;50;73
1889;7;180506;10;18;17;13;48
1890;7;180606;6;15;15;23;53
1891;7;151404;10;17;20;55;92
1892;7;180805;7;15;16;53;84
1893;7;151505;4;6;10;28;44
1894;7;180410;10;8;16;15;39
1895;7;151307;11;6;19;27;52
1896;7;180310;5;16;8;58;82
1897;7;170909;8;12;13;7;32
1898;7;181006;9;18;19;57;94
1899;7;180111;9;15;9;51;75
1900;7;170910;8;9;19;27;55
1901;7;151506;4;8;5;9;22
1902;7;180311;5;19;17;35;71
1903;7;180112;9;11;14;48;73
1904;7;180708;10;5;18;19;42
1905;7;180507;10;10;20;15;45
1906;7;180607;6;17;14;49;80
1907;7;180709;10;5;11;23;39
1908;7;180806;7;5;18;43;66
1909;7;181007;9;12;12;39;63
1910;7;180411;10;7;11;26;44
1911;7;180208;10;11;13;17;41
1912;7;180312;5;7;19;55;81
1913;7;180412;10;8;12;37;57
1914;7;180113;9;14;11;9;34
1915;7;181008;9;15;20;33;68
1916;7;180508;10;5;19;55;79
1917;7;151308;11;7;17;40;64
1918;7;151405;10;20;5;41;66
1919;7;180608;6;13;9;25;47
1920;7;151507;4;16;8;46;70
1921;7;180209;10;5;20;52;77
1922;7;180313;5;13;11;25;49
1923;7;180413;10;8;11;11;30
1924;7;180114;9;17;16;43;76
1925;7;180210;10;10;19;8;37
1926;7;180710;10;5;19;16;40
1927;7;180807;7;12;18;51;81
1928;7;180211;10;16;15;42;73
1929;7;180115;9;14;13;16;43
1930;7;180212;10;6;5;59;70
1931;7;180414;10;8;15;22;45
1932;7;180314;5;6;19;11;36
1933;7;180213;10;20;5;6;31
1934;7;181009;9;6;11;39;56
1935;7;180509;10;5;19;14;38
1936;7;180808;7;16;10;19;45
1937;7;180415;10;19;11;15;45
1938;7;180609;6;6;6;29;41
1939;7;151406;10;19;10;31;60
1940;7;151508;4;15;5;52;72
1941;7;180116;9;9;19;54;82
1942;7;180315;5;6;11;45;62
1943;7;181010;9;12;16;44;72
1944;7;180416;10;6;13;31;50
1945;7;180117;9;18;20;38;76
1946;7;170911;8;17;17;12;46
1947;7;180610;6;10;12;14;36
1948;7;170912;8;16;18;15;49
1949;7;180711;10;18;18;14;50
1950;7;170913;8;16;13;56;85
1951;7;180809;7;9;8;8;25
1952;7;181011;9;10;20;57;87
1953;7;170914;8;10;12;55;77
1954;7;180214;10;6;6;37;49
1955;7;180316;5;7;20;57;84
1956;7;170915;8;6;12;12;30
1957;7;151309;11;12;8;52;72
1958;7;151407;10;14;16;44;74
1959;7;180510;10;9;17;20;46
1960;7;151509;4;9;15;17;41
1961;7;151310;11;9;6;7;22
1962;7;180215;10;17;12;45;74
1963;7;180611;6;6;7;18;31
1964;7;180712;10;11;19;18;48
1965;7;180810;7;17;14;18;49
1966;7;181012;9;20;11;30;61
1967;7;180417;10;11;19;57;87
1968;7;151408;10;20;11;15;46
1969;7;181013;9;6;15;58;79
1970;7;151510;4;11;6;42;59
1971;7;151311;11;7;12;45;64
1972;7;180811;7;9;20;57;86
1973;7;180511;10;12;7;19;38
1974;7;151409;10;11;11;41;63
1975;7;180612;6;14;13;55;82
1976;7;170916;8;15;17;56;88
1977;7;180713;10;14;12;11;37
1978;7;180812;7;12;6;26;44
1979;7;180118;9;8;15;5;28
1980;7;181014;9;19;12;36;67
1981;7;180418;10;5;18;8;31
1982;7;181015;9;11;12;29;52
1983;7;180613;6;12;19;19;50
1984;7;151410;10;13;10;27;50
1985;7;180714;10;12;7;20;39
1986;7;180813;7;17;6;24;47
1987;7;180317;5;8;7;10;25
1988;7;170917;8;19;13;17;49
1989;7;180512;10;18;14;29;61
1990;7;151312;11;9;20;47;76
1991;7;170918;8;11;6;6;23
1992;7;180216;10;18;15;56;89
1993;7;151411;10;6;13;6;25
1994;7;151511;4;20;12;30;62
1995;7;180419;10;7;9;6;22
1996;7;151512;4;12;7;28;47
1997;7;180614;6;15;15;5;35
1998;7;180715;10;10;9;21;40
1999;7;180513;10;15;6;41;62
2000;7;151313;11;6;9;38;53
2001;7;180615;6;8;13;60;81
2002;7;180716;10;17;13;25;55
2003;7;180814;7;18;7;49;74
2004;7;180318;5;11;17;58;86
2005;7;180616;6;16;12;31;59
2006;7;181016;9;19;12;20;51
2007;7;180119;9;15;11;45;71
2008;7;151412;10;8;5;18;31
2009;7;180420;10;13;6;36;55
2010;7;180319;5;14;10;9;33
2011;7;180717;10;7;7;26;40
2012;7;151413;10;7;19;18;44
2013;7;180815;7;16;9;29;54
2014;7;151513;4;7;7;32;46
2015;7;181017;9;5;18;41;64
2016;7;181018;9;12;15;37;64
2017;7;151514;4;17;12;17;46
2018;7;180120;9;17;10;7;34
2019;7;180617;6;9;11;5;25
2020;7;180718;10;14;18;16;48
2021;7;180816;7;17;19;37;73
2022;7;180514;10;5;8;35;48
2023;7;180421;10;19;16;39;74
2024;7;180618;6;18;5;6;29
2025;7;151515;4;14;17;51;82
2026;7;151314;11;15;18;31;64
2027;7;180217;10;16;10;36;62
2028;7;180320;5;5;9;59;73
2029;7;180121;9;12;17;26;55
2030;7;181019;9;15;9;27;51
2031;7;151414;10;18;14;34;66
2032;7;180122;9;15;14;42;71
2033;7;180218;10;8;16;11;35
2034;7;180515;10;6;6;46;58
2035;7;180321;5;5;8;15;28
2036;7;180219;10;5;18;7;30
2037;7;180422;10;6;18;11;35
2038;7;180719;10;19;11;53;83
2039;7;180817;7;19;8;49;76
2040;7;181020;9;15;7;27;49
2041;7;180220;10;20;6;23;49
2042;7;181021;9;14;11;26;51
2043;7;151415;10;6;20;43;69
2044;7;180322;5;6;14;52;72
2045;7;180516;10;19;9;8;36
2046;7;180619;6;18;14;21;53
2047;7;180720;10;17;11;52;80
2048;7;180818;7;15;15;26;56
2049;7;181022;9;7;12;34;53
2050;7;180819;7;7;9;44;60
2051;7;151315;11;14;5;59;78
2052;7;180517;10;7;7;6;20
2053;7;151416;10;5;7;11;23
2054;7;180518;10;17;11;57;85
2055;7;151516;4;5;10;9;24
2056;7;180423;10;8;19;17;44
2057;7;151316;11;11;10;50;71
2058;7;151417;10;10;13;16;39
2059;7;180221;10;18;9;43;70
2060;7;151517;4;12;19;54;85
2061;7;180323;5;5;14;40;59
2062;7;180820;7;19;16;21;56
2063;7;180222;10;14;16;19;49
2064;7;181023;9;6;16;23;45
2065;7;181024;9;9;12;18;39
2066;7;180821;7;19;16;24;59
2067;7;151317;11;14;18;50;82
2068;7;180519;10;5;10;24;39
2069;7;180123;9;20;11;42;73
2070;7;180620;6;9;14;56;79
2071;7;180424;10;7;6;31;44
2072;7;180223;10;10;9;58;77
2073;7;180721;10;20;10;44;74
2074;7;180324;5;12;17;30;59
2075;7;180520;10;9;10;41;60
2076;7;180822;7;13;10;12;35
2077;7;181025;9;13;11;45;69
2078;7;151418;10;18;13;26;57
2079;7;180224;10;15;8;29;52
2080;7;180722;10;16;19;5;40
2081;7;180425;10;7;6;38;51
2082;7;180521;10;11;16;16;43
2083;7;180621;6;5;8;60;73
2084;7;180124;9;11;14;53;78
2085;7;180325;5;6;18;42;66
2086;7;151419;10;18;14;26;58
2087;7;180723;10;20;10;37;67
2088;7;180823;7;13;5;57;75
2089;7;180125;9;18;20;32;70
2090;7;151518;4;11;18;21;50
2091;7;180522;10;7;5;39;51
2092;7;180622;6;20;16;35;71
2093;7;180523;10;14;10;22;46
2094;7;180225;10;9;11;48;68
2095;7;180524;10;8;18;36;62
2096;7;180126;9;11;11;38;60
2097;7;180326;5;13;15;35;63
2098;7;180724;10;20;17;54;91
2099;7;151318;11;9;15;35;59
2100;7;180127;9;5;16;26;47
2101;7;180426;10;20;6;43;69
2102;7;180824;7;11;11;11;33
2103;7;180825;7;8;19;51;78
2104;7;180525;10;19;8;32;59
2105;7;180526;10;9;10;48;67
2106;7;180623;6;15;12;43;70
2107;7;180624;6;5;16;27;48
2108;8;151301;10;10;18;11;39
2109;8;180101;6;15;20;9;44
2110;8;180501;1;10;18;45;73
2111;8;180701;9;12;18;34;64
2112;8;180201;8;15;16;48;79
2113;8;180301;7;20;9;18;47
2114;8;151501;8;6;13;43;62
2115;8;170901;4;18;19;41;78
2116;8;151302;10;9;7;25;41
2117;8;180801;2;17;7;13;37
2118;8;181001;4;6;11;35;52
2119;8;180102;6;8;20;47;75
2120;8;180401;6;17;6;41;64
2121;8;180502;1;8;14;40;62
2122;8;180202;8;5;12;7;24
2123;8;180302;7;20;13;54;87
2124;8;180601;8;17;10;5;32
2125;8;180303;7;13;6;57;76
2126;8;180402;6;7;6;50;63
2127;8;180702;9;8;8;58;74
2128;8;180103;6;10;17;50;77
2129;8;170902;4;8;6;20;34
2130;8;180203;8;19;7;38;64
2131;8;180802;2;19;14;46;79
2132;8;180503;1;7;9;26;42
2133;8;180304;7;7;11;52;70
2134;8;180403;6;13;14;31;58
2135;8;180602;8;18;9;41;68
2136;8;180703;9;14;11;7;32
2137;8;151401;11;7;18;56;81
2138;8;180104;6;20;8;6;34
2139;8;170903;4;15;7;19;41
2140;8;180105;6;9;8;26;43
2141;8;180204;8;16;19;55;90
2142;8;180305;7;10;9;58;77
2143;8;170904;4;15;16;16;47
2144;8;180404;6;6;5;26;37
2145;8;180106;6;13;19;57;89
2146;8;151303;10;19;16;45;80
2147;8;181002;4;10;14;53;77
2148;8;180704;9;13;15;48;76
2149;8;151402;11;5;17;7;29
2150;8;180504;1;12;13;46;71
2151;8;151304;10;11;18;57;86
2152;8;151502;8;20;7;39;66
2153;8;180705;9;15;18;36;69
2154;8;180603;8;18;11;33;62
2155;8;180803;2;5;13;60;78
2156;8;180306;7;15;8;48;71
2157;8;151503;8;17;10;10;37
2158;8;180205;8;11;11;16;38
2159;8;170905;4;19;7;30;56
2160;8;181003;4;16;14;24;54
2161;8;180405;6;17;6;36;59
2162;8;151305;10;7;20;27;54
2163;8;180307;7;7;17;24;48
2164;8;181004;4;8;5;21;34
2165;8;180406;6;12;18;34;64
2166;8;180505;1;19;9;48;76
2167;8;170906;4;7;15;14;36
2168;8;180604;8;17;5;48;70
2169;8;180308;7;7;8;28;43
2170;8;151403;11;8;12;45;65
2171;8;180206;8;18;5;5;28
2172;8;180407;6;19;18;19;56
2173;8;180706;9;15;7;36;58
2174;8;180107;6;9;16;38;63
2175;8;180804;2;17;19;19;55
2176;8;180207;8;17;20;38;75
2177;8;151504;8;20;12;8;40
2178;8;180408;6;10;5;30;45
2179;8;170907;4;11;10;44;65
2180;8;180108;6;5;15;18;38
2181;8;180309;7;20;11;15;46
2182;8;181005;4;13;9;54;76
2183;8;180605;8;19;17;45;81
2184;8;180109;6;8;15;18;41
2185;8;151306;10;20;9;53;82
2186;8;180707;9;20;8;50;78
2187;8;180110;6;10;20;18;48
2188;8;180409;6;8;17;26;51
2189;8;170908;4;17;19;36;72
2190;8;180506;1;17;17;31;65
2191;8;180606;8;14;13;10;37
2192;8;151404;11;6;15;5;26
2193;8;180805;2;9;15;44;68
2194;8;151505;8;8;14;30;52
2195;8;180410;6;9;7;52;68
2196;8;151307;10;19;6;29;54
2197;8;180310;7;6;10;17;33
2198;8;170909;4;20;8;49;77
2199;8;181006;4;5;9;34;48
2200;8;180111;6;19;7;22;48
2201;8;170910;4;20;14;20;54
2202;8;151506;8;14;10;28;52
2203;8;180311;7;5;18;34;57
2204;8;180112;6;17;19;31;67
2205;8;180708;9;15;5;58;78
2206;8;180507;1;7;17;11;35
2207;8;180607;8;5;12;58;75
2208;8;180709;9;19;12;39;70
2209;8;180806;2;13;9;27;49
2210;8;181007;4;19;7;26;52
2211;8;180411;6;18;10;57;85
2212;8;180208;8;7;8;43;58
2213;8;180312;7;7;8;13;28
2214;8;180412;6;8;17;13;38
2215;8;180113;6;20;12;15;47
2216;8;181008;4;20;18;29;67
2217;8;180508;1;14;6;38;58
2218;8;151308;10;20;9;53;82
2219;8;151405;11;14;16;16;46
2220;8;180608;8;14;12;5;31
2221;8;151507;8;15;19;11;45
2222;8;180209;8;13;5;32;50
2223;8;180313;7;7;12;25;44
2224;8;180413;6;14;12;21;47
2225;8;180114;6;5;6;42;53
2226;8;180210;8;8;18;35;61
2227;8;180710;9;16;5;23;44
2228;8;180807;2;18;17;22;57
2229;8;180211;8;16;5;57;78
2230;8;180115;6;16;8;55;79
2231;8;180212;8;19;20;6;45
2232;8;180414;6;10;16;40;66
2233;8;180314;7;16;15;32;63
2234;8;180213;8;11;15;39;65
2235;8;181009;4;9;20;56;85
2236;8;180509;1;7;12;6;25
2237;8;180808;2;7;9;38;54
2238;8;180415;6;18;8;40;66
2239;8;180609;8;13;7;38;58
2240;8;151406;11;10;18;56;84
2241;8;151508;8;15;6;29;50
2242;8;180116;6;10;6;15;31
2243;8;180315;7;15;13;14;42
2244;8;181010;4;19;19;32;70
2245;8;180416;6;20;20;12;52
2246;8;180117;6;12;20;47;79
2247;8;170911;4;7;10;14;31
2248;8;180610;8;15;7;33;55
2249;8;170912;4;15;12;49;76
2250;8;180711;9;9;14;44;67
2251;8;170913;4;6;5;31;42
2252;8;180809;2;16;17;18;51
2253;8;181011;4;5;18;55;78
2254;8;170914;4;11;10;21;42
2255;8;180214;8;8;18;58;84
2256;8;180316;7;5;19;41;65
2257;8;170915;4;12;20;19;51
2258;8;151309;10;17;17;57;91
2259;8;151407;11;18;9;41;68
2260;8;180510;1;5;19;48;72
2261;8;151509;8;20;10;36;66
2262;8;151310;10;7;16;6;29
2263;8;180215;8;19;20;5;44
2264;8;180611;8;16;13;13;42
2265;8;180712;9;12;15;34;61
2266;8;180810;2;7;12;42;61
2267;8;181012;4;5;9;38;52
2268;8;180417;6;5;9;35;49
2269;8;151408;11;18;6;35;59
2270;8;181013;4;6;6;43;55
2271;8;151510;8;20;5;36;61
2272;8;151311;10;14;8;9;31
2273;8;180811;2;17;15;58;90
2274;8;180511;1;10;12;44;66
2275;8;151409;11;20;18;51;89
2276;8;180612;8;9;7;49;65
2277;8;170916;4;12;9;56;77
2278;8;180713;9;5;7;49;61
2279;8;180812;2;13;15;41;69
2280;8;180118;6;17;14;27;58
2281;8;181014;4;10;19;59;88
2282;8;180418;6;18;20;46;84
2283;8;181015;4;7;11;44;62
2284;8;180613;8;9;8;51;68
2285;8;151410;11;13;9;25;47
2286;8;180714;9;7;17;24;48
2287;8;180813;2;20;8;56;84
2288;8;180317;7;10;13;17;40
2289;8;170917;4;19;16;41;76
2290;8;180512;1;16;11;21;48
2291;8;151312;10;13;18;43;74
2292;8;170918;4;18;19;49;86
2293;8;180216;8;9;17;20;46
2294;8;151411;11;20;5;20;45
2295;8;151511;8;12;6;29;47
2296;8;180419;6;11;7;28;46
2297;8;151512;8;10;12;29;51
2298;8;180614;8;11;8;12;31
2299;8;180715;9;15;20;58;93
2300;8;180513;1;5;19;25;49
2301;8;151313;10;10;18;5;33
2302;8;180615;8;9;12;20;41
2303;8;180716;9;17;13;42;72
2304;8;180814;2;6;19;56;81
2305;8;180318;7;12;5;27;44
2306;8;180616;8;19;15;13;47
2307;8;181016;4;6;17;7;30
2308;8;180119;6;19;20;33;72
2309;8;151412;11;8;20;16;44
2310;8;180420;6;14;9;46;69
2311;8;180319;7;5;13;31;49
2312;8;180717;9;14;13;35;62
2313;8;151413;11;15;14;48;77
2314;8;180815;2;16;9;35;60
2315;8;151513;8;8;10;52;70
2316;8;181017;4;9;20;55;84
2317;8;181018;4;11;12;46;69
2318;8;151514;8;13;15;38;66
2319;8;180120;6;16;5;28;49
2320;8;180617;8;16;15;51;82
2321;8;180718;9;18;13;14;45
2322;8;180816;2;16;19;36;71
2323;8;180514;1;16;16;48;80
2324;8;180421;6;10;8;39;57
2325;8;180618;8;10;10;30;50
2326;8;151515;8;12;11;35;58
2327;8;151314;10;8;6;57;71
2328;8;180217;8;18;18;25;61
2329;8;180320;7;14;12;12;38
2330;8;180121;6;18;11;46;75
2331;8;181019;4;16;20;36;72
2332;8;151414;11;12;13;18;43
2333;8;180122;6;20;20;44;84
2334;8;180218;8;17;5;14;36
2335;8;180515;1;9;18;57;84
2336;8;180321;7;13;6;37;56
2337;8;180219;8;6;11;50;67
2338;8;180422;6;6;8;33;47
2339;8;180719;9;10;7;39;56
2340;8;180817;2;18;10;13;41
2341;8;181020;4;19;16;58;93
2342;8;180220;8;5;10;48;63
2343;8;181021;4;10;7;54;71
2344;8;151415;11;13;11;39;63
2345;8;180322;7;20;7;5;32
2346;8;180516;1;18;20;7;45
2347;8;180619;8;6;15;42;63
2348;8;180720;9;6;16;58;80
2349;8;180818;2;8;18;14;40
2350;8;181022;4;17;7;26;50
2351;8;180819;2;15;13;46;74
2352;8;151315;10;10;15;13;38
2353;8;180517;1;17;17;9;43
2354;8;151416;11;6;20;13;39
2355;8;180518;1;14;11;49;74
2356;8;151516;8;9;17;19;45
2357;8;180423;6;11;17;18;46
2358;8;151316;10;17;8;50;75
2359;8;151417;11;6;16;46;68
2360;8;180221;8;18;5;9;32
2361;8;151517;8;18;6;15;39
2362;8;180323;7;14;16;16;46
2363;8;180820;2;17;7;55;79
2364;8;180222;8;14;17;54;85
2365;8;181023;4;8;7;27;42
2366;8;181024;4;9;5;13;27
2367;8;180821;2;20;19;18;57
2368;8;151317;10;8;5;23;36
2369;8;180519;1;5;19;48;72
2370;8;180123;6;5;10;43;58
2371;8;180620;8;17;8;53;78
2372;8;180424;6;8;11;55;74
2373;8;180223;8;12;5;58;75
2374;8;180721;9;12;13;45;70
2375;8;180324;7;10;9;25;44
2376;8;180520;1;19;8;28;55
2377;8;180822;2;10;19;54;83
2378;8;181025;4;8;10;35;53
2379;8;151418;11;15;8;34;57
2380;8;180224;8;13;12;51;76
2381;8;180722;9;7;6;10;23
2382;8;180425;6;12;10;46;68
