"npersons","years_in_uni","oldest_age","field","RFCD.Code.1","midpoint","status"
4,"5-10",46,"bio",270603,NA,0
2,"< 5",53,"bio",270106,NA,0
1,"> 10",33,"beh_cog",380105,NA,0
2,"5-10",57,"bio",270103,NA,0
2,"> 10",52,"physics",240302,NA,0
1,"< 5",41,"bio",270103,NA,0
1,"> 10",46,"physics",240302,NA,0
1,"5-10",41,"bio",270106,NA,0
1,"> 10",NA,"bio",270101,NA,0
1,"> 10",36,"physics",240301,NA,0
1,"> 10",NA,"physics",240101,NA,0
3,"< 5",66,"beh_cog",380208,NA,0
1,"> 10",66,"physics",240302,NA,0
1,"< 5",46,"bio",270307,NA,0
1,"5-10",51,"chem",250503,NA,1
1,"< 5",47,"beh_cog",380299,NA,0
2,"5-10",42,"bio",270101,NA,0
2,"5-10",43,"bio",270299,NA,0
1,"> 10",36,"physics",240101,NA,0
1,"< 5",28,"bio",270101,NA,0
4,"< 5",57,"chem",250103,NA,0
1,"> 10",NA,"bio",270107,NA,0
1,"> 10",53,"beh_cog",380104,NA,0
3,"> 10",47,"bio",270107,NA,0
3,"5-10",67,"bio",270708,NA,0
2,"< 5",43,"bio",270105,NA,0
1,"< 5",67,"bio",270504,NA,0
3,"> 10",52,"bio",270208,NA,0
2,"> 10",56,"bio",270103,NA,0
1,"5-10",43,"bio",270299,NA,0
3,"< 5",58,"beh_cog",380102,NA,0
1,"5-10",41,"bio",270106,NA,0
1,"> 10",52,"chem",250302,NA,0
1,"< 5",27,"bio",270202,NA,1
2,"> 10",43,"bio",270199,NA,0
1,"5-10",36,"bio",270106,NA,0
2,"> 10",43,"bio",270103,NA,0
1,"< 5",36,"bio",270107,NA,0
5,"< 5",41,"beh_cog",380103,NA,0
2,"5-10",53,"bio",270104,NA,0
7,"< 5",62,"chem",250301,NA,0
2,"< 5",41,"beh_cog",380103,NA,0
3,"< 5",48,"bio",270102,NA,0
4,"> 10",48,"physics",240401,NA,0
1,"< 5",36,"bio",270208,NA,0
1,"> 10",43,"bio",270199,NA,0
2,"< 5",52,"chem",250204,NA,0
1,"> 10",36,"bio",270105,NA,0
2,"5-10",38,"bio",270702,NA,0
1,"< 5",51,"bio",270205,NA,0
2,"> 10",43,"soc",370302,NA,0
4,"> 10",47,"bio",270402,NA,0
1,"5-10",43,"bio",270299,NA,0
3,"5-10",37,"beh_cog",380103,NA,0
NA,"> 10",NA,"beh_cog",380103,NA,0
2,"> 10",57,"soc",370101,NA,0
1,"> 10",46,"physics",240199,NA,1
2,"5-10",43,"soc",370602,NA,0
2,"< 5",32,"chem",250201,NA,0
1,"> 10",52,"bio",270603,NA,0
2,"< 5",48,"bio",270303,NA,0
1,"> 10",NA,"physics",240201,NA,0
1,"> 10",NA,"bio",270103,NA,0
2,"5-10",43,"bio",270105,NA,0
1,"< 5",37,"bio",270106,NA,0
3,"< 5",53,"bio",270199,NA,0
1,"< 5",28,"soc",370302,NA,0
1,"5-10",48,"bio",270199,NA,0
1,"> 10",56,"bio",270707,NA,0
1,"< 5",28,"chem",250303,NA,0
1,"> 10",NA,"physics",240203,NA,0
1,"< 5",53,"beh_cog",380205,NA,0
1,"> 10",28,"bio",270705,NA,0
1,"> 10",47,"bio",270106,NA,0
1,"> 10",43,"soc",370107,NA,0
1,"> 10",76,"bio",270706,NA,1
1,"< 5",28,"bio",270103,NA,0
NA,"> 10",NA,"bio",270210,NA,0
2,"< 5",38,"bio",270205,NA,0
2,"> 10",56,"bio",270103,NA,0
1,"> 10",42,"physics",240499,NA,0
1,"> 10",47,"bio",270205,NA,0
1,"< 5",52,"beh_cog",380205,NA,0
3,"5-10",52,"bio",270103,NA,0
1,"> 10",51,"bio",270202,NA,1
2,"5-10",58,"beh_cog",380101,NA,0
1,"5-10",56,"soc",370502,NA,0
1,"< 5",52,"beh_cog",380201,NA,0
1,"> 10",32,"chem",250103,NA,0
2,"< 5",37,"bio",270103,NA,0
1,"< 5",33,"bio",270205,NA,0
4,"< 5",53,"chem",250605,NA,1
2,"< 5",48,"bio",270303,NA,0
1,"> 10",48,"physics",240202,NA,0
2,"5-10",53,"bio",270199,NA,0
3,"> 10",62,"beh_cog",380102,NA,0
1,"> 10",67,"physics",240302,NA,0
1,"< 5",48,"soc",370101,NA,0
1,"> 10",28,"chem",250301,NA,0
2,"> 10",53,"chem",250103,NA,0
3,"5-10",63,"beh_cog",380206,NA,0
1,"> 10",42,"bio",270103,NA,0
2,"5-10",58,"bio",270103,NA,0
2,"5-10",58,"bio",270199,NA,0
1,"> 10",NA,"bio",270102,NA,0
3,"> 10",62,"bio",270201,NA,0
3,"< 5",41,"beh_cog",380103,NA,0
3,"> 10",46,"bio",270105,NA,0
1,"< 5",38,"bio",270205,NA,0
6,"> 10",63,"physics",240499,NA,0
3,"< 5",43,"chem",250301,NA,0
1,"5-10",38,"bio",270105,NA,0
1,"> 10",47,"chem",250199,NA,0
3,"< 5",67,"beh_cog",380208,NA,0
4,"5-10",58,"bio",270299,NA,0
2,"> 10",58,"bio",270201,NA,0
1,"> 10",NA,"bio",270102,NA,0
1,"< 5",33,"bio",270103,NA,0
6,"5-10",56,"beh_cog",380199,NA,1
3,"> 10",52,"physics",240302,NA,0
1,"5-10",47,"beh_cog",380201,NA,0
1,"< 5",48,"soc",370601,NA,0
3,"< 5",48,"physics",240101,NA,0
4,"> 10",58,"beh_cog",380199,NA,0
1,"> 10",27,"physics",240201,NA,0
2,"> 10",58,"bio",270303,NA,0
2,"> 10",53,"bio",270201,NA,0
1,"5-10",46,"bio",270106,NA,0
2,"> 10",43,"bio",270103,NA,0
1,"5-10",38,"bio",270103,NA,0
5,"< 5",73,"beh_cog",380107,NA,0
1,"< 5",27,"bio",270299,NA,0
3,"< 5",52,"bio",270199,NA,0
4,"5-10",53,"bio",270299,NA,0
1,"> 10",NA,"beh_cog",380103,NA,0
1,"< 5",32,"beh_cog",380204,NA,0
3,"5-10",38,"beh_cog",380103,NA,0
1,"< 5",32,"chem",250603,NA,0
2,"< 5",42,"bio",270402,NA,0
1,"< 5",33,"beh_cog",380207,NA,0
1,"5-10",37,"physics",240201,NA,0
2,"> 10",52,"bio",270799,NA,0
1,"> 10",37,"physics",240301,NA,0
1,"> 10",67,"physics",240302,NA,0
1,"> 10",42,"bio",270103,NA,0
1,"< 5",47,"soc",370601,NA,0
1,"< 5",57,"beh_cog",380206,NA,0
1,"> 10",46,"bio",270105,NA,0
1,"< 5",37,"bio",270106,NA,0
4,"> 10",63,"beh_cog",380107,NA,0
1,"< 5",36,"bio",270106,NA,0
2,"> 10",47,"physics",240401,NA,0
2,"> 10",48,"physics",240101,NA,0
1,"5-10",43,"bio",270299,NA,0
3,"> 10",53,"bio",270103,NA,0
1,"< 5",41,"bio",270105,NA,0
1,"> 10",46,"bio",270105,NA,0
2,"< 5",43,"bio",270105,NA,0
2,"5-10",43,"bio",270103,NA,0
2,"< 5",48,"bio",270108,NA,0
2,"5-10",37,"beh_cog",380207,NA,0
1,"< 5",38,"bio",270205,NA,0
1,"> 10",NA,"bio",270210,NA,0
2,"> 10",47,"bio",270103,NA,0
2,"> 10",57,"bio",270501,NA,0
5,"> 10",47,"physics",240401,NA,0
4,"5-10",58,"bio",270299,NA,0
1,"< 5",47,"bio",270803,NA,0
2,"5-10",56,"bio",270299,NA,0
1,"> 10",47,"bio",270105,NA,0
3,"> 10",57,"chem",250399,NA,0
1,"> 10",42,"soc",370602,NA,0
2,"< 5",38,"bio",270205,NA,0
6,"5-10",58,"bio",270299,NA,0
1,"< 5",53,"beh_cog",380201,NA,0
1,"5-10",38,"beh_cog",380201,NA,0
2,"< 5",52,"bio",270202,NA,0
2,"> 10",53,"chem",250302,NA,0
2,"< 5",37,"physics",240301,NA,0
1,"> 10",27,"bio",270705,NA,0
1,"> 10",NA,"chem",250103,NA,0
2,"> 10",27,"physics",240301,NA,0
4,"< 5",57,"bio",270199,NA,0
1,"> 10",33,"chem",250204,NA,0
1,"> 10",58,"beh_cog",380107,NA,0
3,"< 5",57,"chem",250302,NA,0
4,"5-10",58,"bio",270299,NA,0
1,"< 5",32,"physics",240302,NA,0
2,"< 5",42,"beh_cog",380101,NA,0
2,"5-10",43,"bio",270707,NA,0
1,"> 10",48,"physics",240502,NA,0
6,"< 5",57,"bio",270299,NA,0
1,"< 5",38,"bio",270205,NA,0
2,"< 5",43,"bio",270103,NA,0
